Ligand ID,Stoichiometry,Denticity,Formal Charge,Donors,Number of Atoms,Molecular Weight,Ligand Planarity,Haptic,Beta-Hydrogen,Max. Interatomic Distance,Avg. M-D Bond Length,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
unq_CSD-PEDXEC-01-a,C15H11N2,1,1,N,28,219.267,0.354016068,FALSE,TRUE,14.01576117,2.050697786,69f56a2b88729f753616594e6b04383d,1,PEDXEC,Ru(1)
unq_CSD-PEDXIF-01-f,H1S1,1,-1,S,2,33.068,1,FALSE,FALSE,0.997886953,2.42882535,9788c50e8fb0fe8f3c14b6e8db4af9e9,65,"PEDXIF, PIGTEG, SOFYIY, TELMEE, BIZTOT, ... (60 more)","Ru(11), Ni(10), Pd(8), Mo(6), Re(5), ... (10 more)"
unq_CSD-PEDYON-02-a,C13H22N1S2,2,-1,S-S,38,256.446,0.11498747,FALSE,FALSE,8.696892172,2.18940347,3b0d6457fa83a4cfa4b6684c03a4c4bd,19,"PEDYON, PEDYUT, TEBROK, TEBROK, TEBROK, ... (14 more)","Fe(6), Pd(3), Ni(2), Cd(2), Cu(2), ... (2 more)"
unq_CSD-PEDYUU-04-a,C36H24N2O4,4,-2,N-N-O-O,66,548.598,0.054698948,FALSE,TRUE,15.15526419,1.980923517,2dc8b9fc9f5c930ce34ea77a3408d9bc,2,"PEDYUU, PEDZAB","Zn(1), Co(1)"
unq_CSD-PEDZAZ-04-a,C10H20S4,4,0,S-S-S-S,34,268.51,0.16320463,FALSE,TRUE,8.099173985,2.342862567,6420a7d0cd9af475ea8f9780c895421f,31,"PEDZAZ, PEYGIM, SONNOY, TALROO, BIMLOB, ... (26 more)","Ru(18), Pd(3), Cu(3), Pt(1), Ni(1), ... (5 more)"
unq_CSD-PEFDIN-01-b,C6H11N1S1,1,0,S,19,129.221,0.242956118,FALSE,FALSE,5.647956499,2.227973281,146b74d2216a71299f178781497d53b3,17,"PEFDIN, PEFDIN, SOHCEX, SOHCEX, CASBIH, ... (12 more)","Cu(7), Cd(4), Pt(4), Hg(2)"
unq_CSD-PEFGEP-02-a,C13H8Br2N1O1,2,-1,O-N,25,354.021,0.184201173,FALSE,TRUE,10.81474728,1.9551493,b92533c07a148e0b30c5f93aa7a90b58,7,"PEFGEP, PEFGEP, YOGTIY, YOGVIA, YOGVIA, ... (2 more)","V(3), Cu(2), Zn(2)"
unq_CSD-PEFHOX-03-a,C28H40O2S1,3,-2,S-O-O,71,440.686,0.096737999,FALSE,FALSE,13.42269823,2.024699272,8934b7af24d72822133ebac0f4b732c2,11,"PEFHOX, TAWWIY, TAWWIY, TIMPEL, KAFMEK, ... (6 more)","V(4), Nb(2), Mn(2), Cu(1), Lu(1), ... (1 more)"
unq_CSD-PEFHOX-01-a,C6H13N1,1,0,N,20,99.177,0.227580975,FALSE,TRUE,6.309526309,2.05001599,248ddfcb1b20acd1244a6ae7c244479b,1,PEFHOX,Cu(1)
unq_CSD-PEFHOY-01-a,C11H10N4O1,1,0,N,26,214.228,0.533487437,FALSE,TRUE,12.03544602,2.139435556,eeb44c525710f3b38dc7e61d32f4d29d,14,"PEFHOY, PEFHOY, LISCAS, LISCAS, LISCAS, ... (9 more)","Cd(12), Zn(2)"
unq_CSD-PEFHUG-02-a,C19H14N3O1,2,-1,O-N,37,300.341,0.181440492,FALSE,TRUE,15.59561239,1.93359037,48024fd626c60e70e4a027f0f4a40be5,2,"PEFHUG, PEFHUG",Cu(2)
unq_CSD-PEFLUH-02-a,C27H26N1O1P1,2,0,P-N,56,411.484762,0.067152147,FALSE,TRUE,12.06522896,2.181370088,771067f9dad47357135045c3621453d1,2,"PEFLUH, PEFLUH10",Pd(2)
unq_CSD-PEFMUI-01-a,C18H29O1,1,-1,O,48,261.429,0.117454126,FALSE,FALSE,9.273650703,2.212564691,160d7db321162c989e6bc2f157606f65,53,"PEFMUI, PEFMUI, JORFOL, JORFOL, JORFOL, ... (48 more)","Dy(12), Er(12), Yb(5), Sm(4), Mo(4), ... (7 more)"
unq_CSD-PEFPEY-02-a,C25H46P2,2,0,P-P,73,408.590524,0.100844997,FALSE,TRUE,13.07593653,2.290865454,078a7b550e79bca6c3ce4a32ab8abbda,39,"PEFPEY, PEFPIC, PEFPOI, PEFPUO, PEFQAV, ... (34 more)","Rh(16), Pt(7), Ni(6), Ru(3), Pd(2), ... (4 more)"
unq_CSD-PEFPOI-06-a,C6H4F2,6,0,C-C-C-C-C-C,12,114.0948063,0.870312811,TRUE,TRUE,4.967671149,2.310679416,b217d77c0085142bca97488e29bb5562,10,"PEFPOI, SOJMUC, CUDMEU, WULNEZ, XUTCIB, ... (5 more)","Rh(4), Co(4), Nb(1), Ta(1)"
unq_CSD-PEFPUN-01-a,C13H13N5O1,1,0,N,32,255.281,0.141183551,FALSE,FALSE,12.01052017,2.14644023,c6ddefa83435faa450d4fe10f1ff3804,1,PEFPUN,Ag(1)
unq_CSD-PEFPUN-01-b,C13H13N5O1,1,0,N,32,255.281,0.11593261,FALSE,TRUE,10.46801985,2.146735256,7f6e5827001f98b01ff45d067a31c90d,9,"PEFPUN, FOKLUO, FOKLUO, FOKLUO, FOKLUO, ... (4 more)","Cd(8), Ag(1)"
unq_CSD-PEFQAS-02-a,C9H13N5,2,0,N-N,27,191.238,0.168263059,FALSE,TRUE,8.301346711,2.036525748,1c26aeedb55693e674853248e862c212,1,PEFQAS,Pd(1)
unq_CSD-PEFQAV-06-a,C32H12B1F24,6,-1,C-C-C-C-C-C,69,863.2196759,0.048744228,TRUE,TRUE,12.41238717,2.326349823,3a714b235312d6f973621dc14ed9156b,7,"PEFQAV, JUBBUF, JUBCEQ, JUBCOA, YEXWOO, ... (2 more)",Rh(7)
unq_CSD-PEFQEW-03-a,C29H29N5,3,0,N-N-N,63,447.586,0.075538087,FALSE,FALSE,12.65607705,2.075153301,55a06cffd2764b0df0e20d877374e4f7,16,"PEFQEW, PEFQEW, PEFQEW01, PEFQEW01, WURSAD, ... (11 more)","Co(6), Cu(4), Zn(2), Fe(2), Ni(2)"
unq_CSD-PEFRIE-02-a,C10H8F1O2,2,-1,O-O,21,179.1704032,0.484153624,FALSE,FALSE,9.186742088,1.957997005,9275dc0ce0d94b85675aa22caaee8fa0,4,"PEFRIE, PEFRIE, PEFROK, PEFROK",Ti(4)
unq_CSD-PEFSEB-02-a,C10H7Cl2O2,2,-1,O-O,21,230.064,0.328129108,FALSE,FALSE,9.899575236,1.987855881,d0d5328f567d51f5f31d5556a947b775,4,"PEFSEB, PEFSEB, PEFSIF, PEFSIF",Ti(4)
unq_CSD-PEFSEZ-02-a,C25H19N3O2,2,0,N-O,49,393.446,0.116352427,FALSE,TRUE,11.95964436,2.218405377,4ea71a6c5fe6f795aa3f989423afaee9,2,"PEFSEZ, VAZVUO",Zn(2)
unq_CSD-PEFSEZ-02-b,C4N2S2,2,-2,S-S,8,140.178,0.894568472,FALSE,FALSE,5.184539383,2.342403375,e0fdf0cf3747dd1c9e51e2cea288f77b,55,"PEFSEZ, PEKQEB, PEKQEB, POMDEB, POMDEB, ... (50 more)","Ni(37), Au(4), Pd(3), Pt(3), Cd(3), ... (3 more)"
unq_CSD-PEFSOL-02-a,C10H8Cl1O2,2,-1,O-O,21,195.622,0.4143943,FALSE,FALSE,10.04839655,1.973026203,4d60608fa5df201a54a4dba051372d3e,4,"PEFSOL, PEFSOL, XOTSEH, XOTSEH","Ti(2), V(2)"
unq_CSD-PEFSUR-02-a,C10H6Cl3O2,2,-1,O-O,21,264.506,0.285233553,FALSE,FALSE,10.11082516,1.999012597,701381ef944620c5c94fe165aa07c0e0,2,"PEFSUR, PEFSUR",Ti(2)
unq_CSD-PEFTAY-02-a,C10H8Br1O2,2,-1,O-O,21,240.076,0.257152176,FALSE,FALSE,9.318404866,1.990212896,ae7a6d69605e08bd852a5457adde7452,2,"PEFTAY, PEFTAY",Ti(2)
unq_CSD-PEFTEC-02-a,C10H8Br1O2,2,-1,O-O,21,240.076,0.416147666,FALSE,FALSE,10.11480601,1.957477362,e43b664e0204f05b426b8bf504de5f9f,6,"PEFTEC, PEFTEC, PEFTIG, PEFTIG, XOTRUW, ... (1 more)","Ti(4), V(2)"
unq_CSD-PEFTUS-02-a,C10H7Cl2O2,2,-1,O-O,21,230.064,0.377104743,FALSE,FALSE,9.451908195,1.985864603,c95cda3bed66329b9c43e4a15abec002,2,"PEFTUS, PEFTUS",Ti(2)
unq_CSD-PEFXIK-05-a,C25H25N5,5,0,N-N-N-N-N,55,395.51,0.117895387,FALSE,TRUE,13.38256843,2.364133232,c284d1c3141ac582818c95b5614d886e,3,"PEFXIK, MAPSEE, MAPSII","Cd(1), Mn(1), Zn(1)"
unq_CSD-PEFZEF-02-a,C18H14N1O1,2,-1,O-N,34,260.316,0.134490431,FALSE,TRUE,9.129886009,2.151620512,5e5077c8fa24b3a13039632fc5482e4b,6,"PEFZEF, PEFZEF, WAFZAE, WAFZEI, WAFZEI10, ... (1 more)","W(3), Mo(2), Sm(1)"
unq_CSD-PEGCUC-02-a,C22H26N8,2,0,N-N,56,402.506,0.077932944,FALSE,TRUE,11.12982963,2.099046793,9a616b92f6d26bec5d3091d887efd780,6,"PEGCUC, PEGCUC, HILSON, HILSON, JEMJUJ, ... (1 more)","Ni(2), Cu(2), Ru(2)"
unq_CSD-PEGDAG-04-a,C20H20N4O2,4,0,N-N-N-N,46,348.406,0.079253398,FALSE,TRUE,12.71478943,2.192617827,6013d675a0127550ab446798512449c7,1,PEGDAG,Cu(1)
unq_CSD-PEGDEK-03-a,C18H18N4,3,0,N-N-N,40,290.37,0.143793839,FALSE,TRUE,11.14254552,2.130137875,a3b6265b483ab79c2ec07f1345f5cf61,21,"PEGDEK, PODQOQ, LIWMUC, LIWNIR, LIWNOX, ... (16 more)","Cu(7), Ru(5), Mn(2), Pd(2), Fe(2), ... (3 more)"
unq_CSD-PEGDEN-01-b,C18H18N2S2,1,0,S,40,326.476,0.122542854,FALSE,FALSE,13.56874717,2.255920499,999988d773f00338bbc370fb79696f4b,1,PEGDEN,Au(1)
unq_CSD-PEGDIQ-01-a,C12H17O1,1,-1,O,30,177.267,0.154780796,FALSE,FALSE,8.847314563,1.814166304,adc9a98d3af42c3f92be330c07e5da3d,428,"PEGDIQ, PEGDOW, PEGDUC, PEMBUE, PEMBUE10, ... (423 more)","Ta(103), Nb(58), Ti(49), W(35), V(22), ... (25 more)"
unq_CSD-PEGHOZ-02-a,C16H23N3O3,2,0,O-N,45,305.378,0.136614266,FALSE,TRUE,14.8346085,1.940654326,886fdcb945729faa731fc7af811b92ca,4,"PEGHOZ, PEGHOZ, KASKOF, KASKOF","Cu(2), Ni(2)"
unq_CSD-PEGHUE-01-a,C6H11P1,1,-2,P,18,114.127762,0.24814658,FALSE,TRUE,5.545809647,2.145520899,e0427dc4cbd9579c599aac24854ca5b7,2,"PEGHUE, VEDNID",Ta(2)
unq_CSD-PEGHUE-04-a,C15H39N4Si3,4,-3,N-N-N-N,61,359.76,0.063216156,FALSE,TRUE,9.845089308,2.106479385,7b8cd9b6aaa9e5e8433e90841a9692cf,69,"PEGHUE, PEXVIX, PEXVIY, SOWCIR, SOWCOX, ... (64 more)","Zr(21), W(13), Cr(9), U(8), Mo(7), ... (4 more)"
unq_CSD-PEGLEU-01-b,C6H2F3,1,-1,C,11,131.0772095,0.959104025,FALSE,FALSE,5.03846141,2.086479226,67da7b30bb93aee0e91852acc9858100,20,"PEGLEU, PIKSUY, PIKSUY, BOGKUF, NALWOP, ... (15 more)","Pd(5), Au(5), Pt(3), Zn(3), Hg(2), ... (2 more)"
unq_CSD-PEGNAS-02-a,C15H16N1,2,-1,C-N,32,210.3,0.185588163,FALSE,TRUE,11.12138653,2.048123707,59e31b055efff7db4d4e29550a3ca08f,24,"PEGNAS, PEGNAS, MADKAE, MADKAE, MADKEI, ... (19 more)","Ir(16), Rh(4), Au(2), Pt(2)"
unq_CSD-PEGRIC-02-a,C16H16N4,2,0,N-N,36,264.332,0.130106183,FALSE,FALSE,13.36467262,2.013610378,258b481478706f6967a76d13336ea96a,1,PEGRIC,Ru(1)
unq_CSD-PEGROI-01-a,C6H5Se1,1,-1,Se,12,156.077,0.852904368,FALSE,FALSE,5.612172925,2.434056133,2332e43944936fdba7ff2fdf3e416021,140,"PEGROI, PEGROI, PESJIG, PESJIG, PIMPOQ, ... (135 more)","Pt(27), Fe(20), Ni(17), Pd(9), Mn(8), ... (18 more)"
unq_CSD-PEGRUO-02-a,C12H9N2,2,-1,N-C,23,181.218,0.624052321,FALSE,TRUE,11.12660485,2.116084247,8ba4580c1d154030c0bff3af223d5128,29,"PEGRUO, AZFAPD22, AZFAPD24, BOSQOP, MOZWEG, ... (24 more)","Pd(19), Ru(6), Rh(3), Pt(1)"
unq_CSD-PEGTAX-04-a,C48H28N4O8,4,-2,N-N-N-N,88,788.772,0.095914686,FALSE,FALSE,21.828717,2.003922484,147d676b097629179247dd6c9e3384ef,14,"PEGTAX, BOHQIY, MISKEF, UPOTEZ, VARPEL, ... (9 more)","Cu(3), Pd(3), Ni(3), Zn(2), Ru(2), ... (1 more)"
unq_CSD-PEGTIF-01-a,C12H11N1S1,1,0,N,25,201.287,0.15231438,FALSE,FALSE,8.941123082,2.024913462,e36a80f1ae421fda41c48f50344c3f90,87,"PEGTIF, PEGTIF, PEGTIF, PEGTIF, PEGTIF, ... (82 more)","Cu(48), Co(12), Pt(12), Ni(8), Fe(6), ... (1 more)"
unq_CSD-PEGTOL-01-d,C14H14N2S1,1,0,N,31,242.34,0.120855328,FALSE,FALSE,8.867699352,1.959654493,3b35cdec6f49cae3bb7e09631f33aeab,7,"PEGTOL, WOVJOG01, WOVJOG01, XUSFAS, XUSFAS, ... (2 more)","Pt(6), Cu(1)"
unq_CSD-PEGXII-01-c,C15H17O1P1,1,0,P,34,244.273762,0.147012544,FALSE,TRUE,10.47379951,2.432892834,208adb22b159101b06e08d41d9f0f912,26,"PEGXII, PEGXII, SUDKIL, TAJJOE, TAJJOE, ... (21 more)","Ru(22), Fe(2), Pd(1), Ir(1)"
unq_CSD-PEGXOP-03-a,C32H32N4O4S2,3,0,S-S-N,74,600.752,0.050375486,FALSE,TRUE,16.54665551,2.510336567,b2187e5da3115f2b5e6e759bab8b608d,1,PEGXOP,Hg(1)
unq_CSD-PEGYAE-02-a,C58H50N2,2,0,N-N,110,775.052,0.041092593,FALSE,FALSE,15.25378306,2.029475636,e5bb29cc3a7621654542bf6af42b2385,1,PEGYAE,Ni(1)
unq_CSD-PEGYEI-02-a,C60H54N2,2,0,N-N,116,803.106,0.039380008,FALSE,FALSE,16.55697446,2.029439934,fc8471863992cdf8fc750c90928571fa,1,PEGYEI,Ni(1)
unq_CSD-PEGYIM-02-a,C58H50N2,2,0,N-N,110,775.052,0.039185884,FALSE,FALSE,15.17726468,2.032958304,69f128b15ac7561de3e103d910f3f9f8,1,PEGYIM,Ni(1)
unq_CSD-PEGYOS-02-a,C57H48N2,2,0,N-N,107,761.025,0.041825513,FALSE,FALSE,15.10941707,2.02881919,bcb6f7bc5b2ec3c5dec643ad5285d326,1,PEGYOS,Ni(1)
unq_CSD-PEGZOQ-02-a,C13H9Cl1N1,2,-1,N-C,24,214.672,0.238111738,FALSE,TRUE,11.17165802,2.049477635,cce83b62e959b71e9e86ce3ccc135626,3,"PEGZOQ, VUJMAP, APIKUH","Fe(2), Rh(1)"
unq_CSD-PEHBAF-02-a,C19H27N2Si2,2,-1,N-N,50,339.609,0.099529957,FALSE,FALSE,12.43048691,2.203786576,47bd51dcbf3e79b043642a6afd85ef79,2,"PEHBAF, PEHBAF",Mn(2)
unq_CSD-PEHBEK-03-a,C6H7B1N9,3,-1,N-N-N,23,215.995,0.141722227,FALSE,TRUE,6.612248686,1.948199649,1aa578cf4e5db3df67e6a9e325c3d611,14,"PEHBEK, PEHBEK, BAXFIS, BAXFIS, BAXFIS01, ... (9 more)","Fe(12), Zn(2)"
unq_CSD-PEHBOU-01-a,C4H10N1,1,-1,N,15,72.131,0.250680509,FALSE,TRUE,5.033903135,2.092011501,35f4f5fe4bb936b709d214978da75650,176,"PEHBOU, PEHBOU, PEHBOU, PEHBOU, PEHBOU, ... (171 more)","Zr(59), Ti(49), Ta(21), Hf(17), W(8), ... (7 more)"
unq_CSD-PEHDAH-02-a,C6H4O1S1,2,-2,S-O,12,124.157,0.941045782,FALSE,FALSE,5.48744142,2.018075733,861178322a2a416bfb04b93d5c33f507,28,"PEHDAH, PEHDAH, PEHDEL, PEHDEL, TAMZOW, ... (23 more)","Ni(7), Mo(7), Re(5), Co(3), Mn(2), ... (3 more)"
unq_CSD-PEHDAI-04-a,C34H54N2O2,4,-2,O-O-N-N,92,522.818,0.071416255,FALSE,TRUE,15.72787947,2.2580626,fe02f80fb2f941458cb6433fca8b8c4d,52,"PEHDAI, PETHUS, LUNQOC, BANSAM, MEJPAV, ... (47 more)","Y(13), Yb(9), Ti(6), Sm(6), V(4), ... (10 more)"
unq_CSD-PEHDEM-04-a,C34H54N2O2,4,-2,O-O-N-N,92,522.818,0.051928274,FALSE,TRUE,16.80071822,2.264629215,f65c022e27c1e9e62da0d57ee21a906f,25,"PEHDEM, LOCTON, CAKDAV, CAKDAV01, NAKCAE01, ... (20 more)","Fe(7), U(4), Th(4), Y(2), Zr(1), ... (7 more)"
unq_CSD-PEHHIW-04-a,C12H17N2O2,4,-1,O-O-N-N,33,221.28,0.185964848,FALSE,TRUE,9.026077582,1.894626749,0809ac9bf7e7f10d6fdbc6c6c8e026ac,2,"PEHHIW, PEHHOC",Co(2)
unq_CSD-PEHKAQ-04-a,C8H12,4,-2,C-C-C-C,20,108.184,0.224590944,TRUE,TRUE,5.249544425,2.176987497,ec6c31897a2f3c141cd11e0eab03e42e,12,"PEHKAQ, AXAXOO02, MEQTUA, KARCIP, YAJPEE, ... (7 more)","Ir(10), Co(1), Ru(1)"
unq_CSD-PEHKIY-02-c,C7H8N4,2,0,N-N,19,148.169,0.242824459,FALSE,TRUE,7.816468539,2.278875163,58139d3f85d0cecfa8e6c1ed0bfa10b3,37,"PEHKIY, LOQWOE, LOQXAR, LUSTOI, LUSTOI, ... (32 more)","Ru(6), Co(6), Cu(4), Fe(4), Rh(3), ... (7 more)"
unq_CSD-PEHLIX-04-a,C12H24S6,4,0,S-S-S-S,42,360.684,0.148643513,FALSE,TRUE,10.35182413,2.59223231,ec310ee33b9cce8a45b8fd623a1c4589,2,"PEHLIX, DODZUR","Au(1), Cu(1)"
unq_CSD-PEHNUN-04-a,C18H21N3O2,4,-2,O-N-N-N,44,311.385,0.152099283,FALSE,TRUE,11.30981466,1.995354286,18980dcbec2288b44f1da41e3479f536,1,PEHNUN,Pd(1)
unq_CSD-PEHPOH-02-a,C17H20N4O2,2,0,N-N,43,312.373,0.100193207,FALSE,TRUE,10.91816354,1.96021761,3ad4571a7d68914667b373ff91e21b29,2,"PEHPOH, PEHPOH",Cu(2)
unq_CSD-PEHPOI-03-a,C20H14N4,3,0,N-N-N,38,310.36,0.303055125,FALSE,TRUE,11.88982367,2.039045012,e2e148b398668ee9ad58059ba16791d2,67,"PEHPOI, PEHPOI, SOTBEK, SUPNOI, SUPNOI, ... (62 more)","Co(27), Ru(8), Fe(7), Zn(5), Cu(4), ... (9 more)"
unq_CSD-PEHREB-02-a,C11H8N1S1,2,-1,N-C,21,186.252,0.354111426,FALSE,TRUE,10.40268473,2.051304558,f81d16a5c40f14191ea502f51a34d261,5,"PEHREB, PEHREB, PEHRIF, YADBAI, YADBAI","Pt(3), Pd(2)"
unq_CSD-PEHROL-02-a,C39H30O1P2,2,0,C-P,72,576.615524,0.058319922,FALSE,FALSE,18.10857262,2.172147814,9737de9443833a55f58a52a9936adef0,1,PEHROL,Pd(1)
unq_CSD-PEHSEB-02-a,C13H8N1S1,2,-1,N-C,23,210.274,0.685144742,FALSE,TRUE,10.58279054,2.028197053,9888d6cfda63409db9497dfd477af236,4,"PEHSEB, PEHSEB, TIYSAV, TIYSAV","Ir(2), Pt(2)"
unq_CSD-PEHSEB-02-c,C23H17N2O2,2,-1,O-O,44,353.401,0.101496712,FALSE,FALSE,11.30931155,2.178176465,81945f3ad543753de7218d344ea6427a,1,PEHSEB,Ir(1)
unq_CSD-PEHVOP-02-a,C14H12N4,2,0,N-N,30,236.278,0.137152902,FALSE,TRUE,11.48132238,1.968672126,21b068e978c90aea4a4c5167852324b5,61,"PEHVOP, PEHVOP, PEHVOP, LILNEC, LILNIG, ... (56 more)","Fe(12), Ru(10), Zn(9), Cu(6), Re(5), ... (6 more)"
unq_CSD-PEHXAB-04-a,C12H30N6,4,0,N-N-N-N,48,258.414,0.132469383,FALSE,TRUE,10.86594485,2.064908415,c78f1b5e8dd000dd3128ceca4aba62fc,4,"PEHXAB, DUMGIB, NESXIU, ROMWAR","Cu(2), Ni(1), Pd(1)"
unq_CSD-PEHXEF-05-a,C12H31N6,5,1,N-N-N-N-N,49,259.422,0.105948201,FALSE,TRUE,9.186395024,2.071720257,9cd2e0031dc62d8b11d3cf3ca0dd1585,2,"PEHXEF, KUWZUX","Ni(1), Co(1)"
unq_CSD-PEHZIO-02-a,C19H16P1S1,2,-1,S-P,37,307.370762,0.102107921,FALSE,FALSE,9.412763008,2.196372093,0cd643fcfa506e2a5cdf01be5feea743,7,"PEHZIO, PEHZUA, VUFJOX, GUTJUC, GUTKAJ, ... (2 more)","Ni(6), Fe(1)"
unq_CSD-PEHZOU-02-a,C21H22P1S1Si1,2,-1,S-P,46,365.525762,0.098797483,FALSE,FALSE,12.04809208,2.187045881,9d4b2e3636de8b912aa4658b2e33667f,11,"PEHZOU, LUJMUB, LUJMUB, VUFGAG, DEGJEE, ... (6 more)","Co(5), Ni(3), Zn(2), Fe(1)"
unq_CSD-PEJBAK-02-a,C20H28P1S1Si2,2,-1,S-P,52,387.647762,0.091461243,FALSE,FALSE,11.75424537,2.174223344,b7b3ea481c91810ea05fa3ab50ae9406,1,PEJBAK,Ni(1)
unq_CSD-PEJBEL-01-a,C20H36As4,1,0,As,60,576.19438,0.056247571,FALSE,FALSE,8.988026502,2.369684167,8652ade8df7c2ef4ef6243e86994be48,1,PEJBEL,Fe(1)
unq_CSD-PEJBEO-02-a,C18H22P1S1Si1,2,-1,S-P,43,329.492762,0.099853698,FALSE,FALSE,10.05677989,2.177149218,995165034acba1035afd93f9fbb2fc97,1,PEJBEO,Ni(1)
unq_CSD-PEJBOY-02-a,C10H5N2O1,2,-1,N-O,18,169.163,0.881377027,FALSE,FALSE,8.32772321,2.085890036,7638620a2c9adc6cbb16995ebca40947,3,"PEJBOY, XUMXUZ, NIPKON","Cu(1), Ni(1), Ir(1)"
unq_CSD-PEJBUE-03-a,C11H9N2O2,3,-1,O-N-N,24,201.205,0.45875504,FALSE,FALSE,10.16155238,2.121438549,007cf6ce067746aca2a5cb6fed5105c1,2,"PEJBUE, PEJCEP","Co(1), Ni(1)"
unq_CSD-PEJFAO-01-a,C49H40P3,1,1,P,92,721.780286,0.044203994,FALSE,FALSE,14.56944156,2.245622858,6f46dc3284277c02c08667943b77e1b8,1,PEJFAO,Au(1)
unq_CSD-PEJFES-01-b,C49H39P3,1,0,C,91,720.772286,0.045216067,FALSE,FALSE,15.28796513,2.043007575,6efe85647f61f3ce60470e1edac7026a,1,PEJFES,Au(1)
unq_CSD-PEJGAN-02-a,C34H26P2,2,0,P-P,62,496.529524,0.063050617,FALSE,FALSE,12.6075208,2.209271554,bc92e46f910ccc740f9511c2dbc84730,20,"PEJGAN, PEJGIV, LIGFOX, LIGGAK, BOCSUI, ... (15 more)","Pt(10), Pd(5), Ni(2), Au(2), Fe(1)"
unq_CSD-PEJGIV-02-b,C16H10,2,0,C-C,26,202.256,0.177452242,TRUE,FALSE,12.47356886,2.051846601,36edcbfb1ee7151fc0f8eb1742fced32,9,"PEJGIV, POYTAY, TUCTOA, ZARPIR, ZITJAQ, ... (4 more)","Pt(3), Pd(1), Rh(1), Ni(1), Co(1), ... (2 more)"
unq_CSD-PEJGUG-02-a,C31H22N1P1,2,0,P-N,55,439.497762,0.090128189,FALSE,TRUE,12.35672519,2.201432241,f3b7ef4b67ba0f69c2b02b2cb1de8867,5,"PEJGUG, YIMXIB, YIMXOH, EWABIP, RAWFEB","Pd(4), Ru(1)"
unq_CSD-PEJHAO-01-a,C22H17P1,1,0,P,40,312.351762,0.12779612,FALSE,FALSE,11.35054824,2.251864201,25ce2e47ba10a90372577890ba47136d,11,"PEJHAO, MAFGUX, KESKUR, KESKUR, KESLAY, ... (6 more)","Cu(7), Pt(1), Ir(1), Re(1), Au(1)"
unq_CSD-PEJJOE-03-a,C15H10N3O1,3,-1,N-N-N,29,248.265,0.510474822,FALSE,TRUE,11.12944972,2.125276708,9b12e1f146fb8ed5f69aa323e0b7b0f1,8,"PEJJOE, PEJJOE, CAPYOI, CAPYOI, KAYJAW, ... (3 more)","Co(3), Ni(3), Cu(2)"
unq_CSD-PEJLOI-02-a,C9H15O2,2,-1,O-O,26,155.217,0.200337338,FALSE,FALSE,8.640232805,2.296092485,b4aa55f14dde11d841c083c12587f266,14,"PEJLOI, PEJLOI, PEJLOI, PEJLUO, PEJLUO, ... (9 more)","Dy(6), Er(3), Fe(3), Ni(2)"
unq_CSD-PEJNEY-02-a,C20H20N2,2,0,N-N,42,288.394,0.173005662,FALSE,TRUE,10.73907522,2.083003178,a27e6c1b6d8e91bf0a83353d1d64a0ab,1,PEJNEY,Zn(1)
unq_CSD-PEJNIC-02-a,C26H28N2,2,0,N-N,56,368.524,0.125410995,FALSE,TRUE,12.33875814,2.094511717,1a6332525f0af9a4576d823f05364e75,1,PEJNIC,Zn(1)
unq_CSD-PEJNOI-02-a,C32H36N2,2,0,N-N,70,448.654,0.097638191,FALSE,TRUE,13.12200307,2.034580128,2df560dcb63ada282a84f38c6b8bad59,1,PEJNOI,Ni(1)
unq_CSD-PEJPIE-02-a,C12H6N2S2,2,-2,S-S,22,242.314,0.841641896,FALSE,FALSE,8.609262939,2.305227068,12eb938fddc4a8a595761da23876d8e0,6,"PEJPIE, PEJPIE, LEYVOB, LEYVOB, LEYWAO, ... (1 more)","Cu(2), Pd(2), Hg(2)"
unq_CSD-PEJPOJ-03-a,H4B1,3,-1,B-H-H,5,14.842,0.455721078,TRUE,TRUE,1.906860304,2.102907281,9105ec310bcf4115b1e0114f939d0739,17,"PEJPOJ, BAWNAO03, CAJGOK, JOGXOS, DAYHEQ, ... (12 more)","Ti(8), Cr(4), Cu(2), Rh(1), W(1), ... (1 more)"
unq_CSD-PEJQAY-04-a,C20H18N4,4,0,N-N-N-N,42,314.392,0.089951729,FALSE,TRUE,11.11307525,2.068090492,3ebc15802b92bdb45818b40932f8f263,1,PEJQAY,Cu(1)
unq_CSD-PEJQIF-01-a,C3H5Cl1N4,1,0,N,13,132.551,0.265387012,FALSE,TRUE,5.23137803,2.174504334,e5aabf7e2123e24c2c7ba06f519c4819,24,"PEJQIF, PEJQIF, PEJQIF, PEJQIF, PEJQIF, ... (19 more)",Fe(24)
unq_CSD-PEJRAA-03-a,C24H29P1Si2,3,-2,P-Si-Si,56,404.639762,0.063093622,FALSE,TRUE,10.98594215,2.368602042,39a1c83bf6588c6064cefa71d320d53e,6,"PEJRAA, POQKAK, POQKEO, POQKIS, POQKOY, ... (1 more)","Ir(5), Pt(1)"
unq_CSD-PEJREE-02-a,C25H23O8,2,-1,O-O,56,451.451,0.172235427,FALSE,FALSE,22.36906447,2.003858986,74af7cf66a6713f5332ab22691929d88,14,"PEJREE, PEJREE, JOCQUQ, JOCQUQ, JOCRAX, ... (9 more)","Zn(4), Cu(4), Mn(2), Co(2), Ni(2)"
